Date,High,Low,Open,Close,Volume,Adj Close
12/30/2019,73.17250061,71.30500031,72.36499786,72.87999725,144114400,72.2559967
12/31/2019,73.41999817,72.37999725,72.48249817,73.41249847,100805600,72.78393555
1/2/2020,75.15000153,73.79750061,74.05999756,75.08750153,135480400,74.44460297
1/3/2020,75.14499664,74.125,74.28749847,74.35749817,146322800,73.72084045
1/6/2020,74.98999786,73.1875,73.44750214,74.94999695,118387200,74.30826569
1/7/2020,75.22499847,74.37000275,74.95999908,74.59750366,108872000,73.95879364
1/8/2020,76.11000061,74.29000092,74.29000092,75.79750061,132079200,75.14852142
1/9/2020,77.60749817,76.55000305,76.80999756,77.40750122,170108400,76.74472809
1/10/2020,78.16750336,77.0625,77.65000153,77.58249664,140644800,76.91822052
1/13/2020,79.26750183,77.78749847,77.91000366,79.23999786,121532000,78.56153107
1/14/2020,79.39250183,78.04250336,79.17500305,78.16999817,161954400,77.5007019
1/15/2020,78.875,77.38749695,77.96250153,77.83499908,121923600,77.16856384
1/16/2020,78.92500305,78.02249908,78.39749908,78.80999756,108829200,78.13522339
1/17/2020,79.68499756,78.75,79.06749725,79.68250275,137816400,79.00024414
1/21/2020,79.75499725,79,79.29750061,79.14250183,110843200,78.4648819
1/22/2020,79.99749756,79.32749939,79.64499664,79.42500305,101832400,78.74495697
1/23/2020,79.88999939,78.91249847,79.48000336,79.80750275,104472000,79.12418365
1/24/2020,80.83249664,79.37999725,80.0625,79.57749939,146537600,78.89614868
1/27/2020,77.94249725,76.22000122,77.51499939,77.23750305,161940000,76.57618713
1/28/2020,79.59999847,78.04750061,78.15000153,79.42250061,162234000,78.74247742
1/29/2020,81.96250153,80.34500122,81.11250305,81.08499908,216229200,80.39074707
1/30/2020,81.02249908,79.6875,80.13500214,80.96749878,126743200,80.27424622
1/31/2020,80.66999817,77.07250214,80.23249817,77.37750244,199588400,76.71498871
2/3/2020,78.37249756,75.55500031,76.07499695,77.16500092,173985600,76.50431061
2/4/2020,79.91000366,78.40750122,78.82749939,79.71250153,136616400,79.02999878
2/5/2020,81.19000244,79.73750305,80.87999725,80.36250305,118826800,79.67443848
2/6/2020,81.30500031,80.06500244,80.64250183,81.30249786,105425600,80.60638428
2/7/2020,80.84999847,79.5,80.59249878,80.00749969,117684000,79.51072693
2/10/2020,80.38749695,78.46250153,78.54499817,80.38749695,109348800,79.88835907
2/11/2020,80.97499847,79.67749786,80.90000153,79.90249634,94323200,79.40637207
2/12/2020,81.80500031,80.36750031,80.36750031,81.80000305,113730400,81.292099
